ticker,exchange,sector,country,market_cap,tipo_T,justificacion_tipo,spot,zona_min,zona_max,zona_centro,distancia_pct,score_soporte,n_elementos,elementos_score,confirmador_dinamico,rsi_diario,rsi_semanal,macd_estado,momentum_score,sma50w_sobre_sma200w,hv_percentile_52w,price_target_consensus,price_target_upside_pct,recommendation_mean,recommendation_buy_ratio,downgrades_6w,earnings_date,dias_a_earnings,earnings_en_45d,ex_div_date,dias_a_ex_div,ex_div_en_45d,ex_div_amount,eventos_macro_en_45d,eventos_macro_count,tiene_eventos_binarios,flags_legibles,fetched_at
AC.PA,PAR,Consumer Cyclical,France,10334162944,T1,SMA50W (44.71) > SMA200W (37.80); spot (44.96) > SMA200W,44.959999084472656,43.6727744678026,44.97742787543909,44.325101171620844,0.014121395146359782,4,4,AVWAP_pivot_low | AVWAP_52w_high | EMA200D | HVN,True,57.18190553327417,51.069121786983565,subiendo_positivo,1,True,72.61904761904762,55.2875,0.22970420653531654,1.4375,0.875,0,,,False,2026-05-31,10,True,1.26,True,2,True,Ex-dividend en 10 días ($1.26) | Evento macro: fomc en 27 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 20 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-21T22:35:27.471134
BKT.MC,MCE,Financial Services,Spain,12550293504,T1,SMA50W (13.28) > SMA200W (8.52); spot (14.00) > SMA200W,14.0,13.635193747997533,13.944806175708521,13.789999961853027,0.015000002724783761,4,10,FIB_786 | HVN | FIB_618 | AVWAP_pivot_low | POLARIDAD | POLARIDAD | POLARIDAD | AVWAP_earnings | AVWAP_52w_high | HVN,True,51.130423232132976,52.77764209694883,subiendo_negativo,1,True,53.96825396825397,15.345,0.09607142857142859,2.5,0.5,0,,,False,,,False,,True,2,True,Evento macro: fomc en 27 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 20 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-21T22:35:27.734493
ABNB,NMS,Consumer Cyclical,United States,79678029824,T1,SMA50W (129.51) > SMA200W (128.85); spot (135.55) > SMA200W,135.5500030517578,127.13423863597366,131.94576319508104,129.54000091552734,0.044337897461615226,4,6,POLARIDAD | SMA200W | HVN | POLARIDAD | EMA200D | POLARIDAD,True,49.07099832808228,53.2373638220039,subiendo_negativo,2,True,38.88888888888889,156.7857,0.15666319786163063,2.17073,0.5121951219512195,0,,,False,,,False,,True,2,True,Evento macro: fomc en 27 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 20 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-21T22:35:26.988976
CHRW,NMS,Industrials,United States,20996724736,T1,SMA50W (148.84) > SMA200W (107.92); spot (180.64) > SMA200W,180.63999938964844,163.78571065706024,170.89556284147494,167.3406367492676,0.07362357553873512,4,7,POLARIDAD | FIB_786 | AVWAP_pivot_low | FIB_618 | HVN | POLARIDAD | AVWAP_earnings,True,58.24941693114162,56.83491140467454,subiendo_positivo,1,True,73.01587301587301,196.79167,0.0894135887119425,1.91667,0.7083333333333334,0,,,False,2026-06-04,14,True,0.63,True,2,True,Ex-dividend en 14 días ($0.63) | Evento macro: fomc en 27 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 20 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-21T22:35:29.236557
AIR.PA,PAR,Industrials,Netherlands,130648383488,T1,SMA50W (187.16) > SMA200W (148.30); spot (173.36) > SMA200W,173.36000061035156,169.48484002327325,175.5603358800471,172.52258795166017,0.004830483708716534,3,6,HVN | FIB_786 | HVN | FIB_618 | AVWAP_pivot_low | AVWAP_earnings,True,50.447136936960796,45.85464220514371,neutral,0,True,88.4920634920635,209.30739,0.20735688315117584,1.91304,0.6521739130434783,0,,,False,,,False,,True,2,True,Evento macro: fomc en 27 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 20 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-21T22:35:27.004524
ASSA-B.ST,STO,Industrials,Sweden,374109437952,T1,SMA50W (345.17) > SMA200W (294.48); spot (337.20) > SMA200W,337.20001220703125,330.43743002636404,338.08255776660474,334.2599938964844,0.008718915196069961,3,3,POLARIDAD | HVN | FIB_618,True,36.46588094374715,44.58134410629802,subiendo_negativo,2,True,48.80952380952381,404.0,0.19810197323467316,1.95238,0.6190476190476191,0,2026-07-17,57,False,,,False,,True,2,True,Evento macro: fomc en 27 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 20 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-21T22:35:26.961048
AVGO,NMS,Technology,United States,1962851434496,T1,SMA50W (337.00) > SMA200W (174.60); spot (417.76) > SMA200W,417.760009765625,404.5163338308768,419.8443677072092,412.180350769043,0.013356134781096787,3,6,POLARIDAD | FIB_786 | FIB_618 | POLARIDAD | AVWAP_pivot_low | AVWAP_52w_high,True,54.77307153246329,65.41832178364625,bajando_negativo,0,True,54.36507936507936,480.49054,0.1501592511680776,1.29787,0.9361702127659575,0,2026-06-03,13,True,,,False,,True,2,True,Earnings en 13 días (2026-06-03) | Evento macro: fomc en 27 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 20 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-21T22:35:27.221606
ABBV,NYQ,Healthcare,United States,378977058816,T1,SMA50W (214.27) > SMA200W (177.05); spot (212.30) > SMA200W,212.3000030517578,204.0854637014132,209.3537342966337,206.71959899902345,0.02628546383663446,3,5,FIB_786 | FIB_618 | HVN | AVWAP_earnings | AVWAP_pivot_low,True,56.9346863860866,48.858244229007944,subiendo_positivo,2,True,42.46031746031746,252.89655,0.1912225452881644,1.75,0.75,0,,,False,,,False,,True,2,True,Evento macro: fomc en 27 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 20 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-21T22:35:27.004683
CAH,NYQ,Healthcare,United States,46984036352,T1,SMA50W (187.37) > SMA200W (121.52); spot (199.23) > SMA200W,199.22999572753906,189.57606284011192,195.09043584002936,192.33324934007064,0.034617008158250466,3,3,AVWAP_earnings | EMA200D | AVWAP_pivot_low,True,51.28902141043428,49.16443948316091,subiendo_positivo,2,True,81.74603174603175,245.26666,0.2310729571837129,1.47059,0.8235294117647058,0,,,False,2026-06-30,40,True,0.511,True,2,True,Ex-dividend en 40 días ($0.51) | Evento macro: fomc en 27 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 20 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-21T22:35:28.809438
CABK.MC,MCE,Financial Services,Spain,79008276480,T1,SMA50W (9.49) > SMA200W (5.77); spot (11.24) > SMA200W,11.244999885559082,10.728608011503304,10.97726384558181,10.852935928542557,0.034865625700896324,3,7,FIB_786 | POLARIDAD | FIB_618 | AVWAP_earnings | POLARIDAD | POLARIDAD | AVWAP_pivot_low,True,64.04107460917396,63.41840287861729,subiendo_positivo,1,True,46.82539682539682,11.75,0.044908859011145275,2.28571,0.5238095238095238,0,,,False,,,False,,True,2,True,Evento macro: fomc en 27 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 20 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-21T22:35:27.757933
CFG,NYQ,Financial Services,United States,26548529152,T1,SMA50W (55.45) > SMA200W (41.03); spot (62.83) > SMA200W,62.83000183105469,58.24248750452374,59.79029513402607,59.0163913192749,0.06069728474677284,3,3,HVN | FIB_786 | POLARIDAD,True,50.55610949074477,56.87605455611328,subiendo_negativo,1,True,44.84126984126984,73.14706,0.1642059186419751,1.44444,0.9444444444444444,0,2026-07-16,56,False,,,False,,True,2,True,Evento macro: fomc en 27 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 20 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-21T22:35:28.284328
CBK.DE,GER,Financial Services,Germany,39332298752,T1,SMA50W (32.78) > SMA200W (17.86); spot (37.15) > SMA200W,37.150001525878906,34.01032120144183,35.14968246066754,34.58000183105469,0.06917899298157341,3,5,FIB_786 | HVN | POLARIDAD | POLARIDAD | FIB_618,True,60.4635702728589,61.698400543236005,bajando_negativo,0,True,45.23809523809524,39.87692,0.07340291688067646,2.15385,0.5384615384615384,0,,,False,,,False,,True,2,True,Evento macro: fomc en 27 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 20 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-21T22:35:28.071106
C,NYQ,Financial Services,United States,213572354048,T1,SMA50W (106.01) > SMA200W (68.42); spot (124.82) > SMA200W,124.81999969482422,114.00977777620145,117.40022588590793,115.70500183105469,0.07302513928901647,3,3,HVN | GAP | POLARIDAD,True,50.53061243366173,59.68293478033619,subiendo_negativo,1,True,44.047619047619044,146.84091,0.1764213295867274,1.6087,0.8260869565217391,0,2026-07-14,54,False,,,False,,True,2,True,Evento macro: fomc en 27 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 20 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-21T22:35:27.809213
