ticker,exchange,sector,country,market_cap,composite_label,justificacion_tipo,spot,zona_min,zona_max,zona_centro,distancia_pct,score_soporte,n_elementos,elementos_score,confirmador_dinamico,rsi_diario,rsi_semanal,macd_estado,momentum_score,sma50w_sobre_sma200w,hv_percentile_52w,price_target_consensus,price_target_upside_pct,recommendation_mean,recommendation_buy_ratio,downgrades_6w,earnings_date,dias_a_earnings,earnings_en_45d,ex_div_date,dias_a_ex_div,ex_div_en_45d,ex_div_amount,eventos_macro_en_45d,eventos_macro_count,tiene_eventos_binarios,flags_legibles,fetched_at,universes,momentum_signals,strike_aggressive,strike_natural,strike_conservative,regime,primary_trigger,triggers,wheel_candidate
BKNG,NMS,Consumer Cyclical,United States,153326698496,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,204.97999572753906,185.17600388397216,190.0195973123169,187.59780059814454,0.07298467522219891,16.5,9,POLARIDAD | POLARIDAD | SMA200D | AVWAP_52w_high | POLARIDAD | GAP | EMA200D | POLARIDAD | SMA50W,True,52.46944605423819,59.31675256819684,bajando_negativo,0,True,50.79365079365079,237.80556,0.16014033055251375,1.55263,0.7894736842105263,0,2026-10-27,60,False,,,False,,True,2,True,,2026-08-28T18:59:15.722751,nasdaq100|sp500,,197.5,187.5,177.5,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
CDNS,NMS,Technology,United States,94561689600,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,339.9649963378906,324.8630577911377,329.0262427459717,326.9446502685547,0.03217611727604728,15.0,6,POLARIDAD | SMA200D | HVN | FIB_786 | POLARIDAD | SMA50W,True,53.69879169702369,50.49334129848522,subiendo_positivo,1,True,30.555555555555557,403.12036,0.1857701949977797,1.44,0.88,0,2026-10-26,59,False,,,False,,True,2,True,,2026-08-28T18:59:15.718857,nasdaq100|sp500,,330.0,325.0,315.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
DLR,NYQ,Real Estate,United States,71806779392,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,185.9600067138672,175.97276889801026,178.47722805023193,177.2249984741211,0.040238644834794265,15.0,5,POLARIDAD | HVN | SMA50W | SMA200D | POLARIDAD,True,43.42582756069348,50.25832684822183,bajando_negativo,0,True,59.12698412698413,223.32259,0.20091730445902733,1.45455,0.8484848484848485,0,2026-10-22,55,False,,,False,,True,2,True,,2026-08-28T18:59:15.793524,sp500,,180.0,177.5,170.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
AMZN,NMS,Consumer Cyclical,United States,2758815252480,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,265.17999267578125,246.82265373275754,251.88355262710573,249.35310317993162,0.05014118868663005,14.9,7,HVN | POLARIDAD | POLARIDAD | FIB_618 | POLARIDAD | GAP | SMA50D,True,54.94733099370348,56.93458106336925,subiendo_negativo,1,True,56.74603174603175,327.004,0.2331397881883459,1.31667,0.9666666666666667,0,,,False,,,False,,True,2,True,,2026-08-28T18:59:15.748840,nasdaq100|sp500|watchlist,,260.0,250.0,240.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
ABI.BR,BRU,Consumer Defensive,Belgium,132443447296,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,68.27999877929688,63.82640603725434,64.36089384372711,64.09364994049072,0.057397554271164865,12.0,3,HVN | POLARIDAD | SMA200D,True,45.040247289057774,51.11309010246141,subiendo_negativo,2,True,51.98412698412699,81.55595,0.19443396980154182,1.68,0.76,0,,,False,,,False,,True,2,True,,2026-08-28T18:59:15.807428,stoxx600,,67.0,64.0,62.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
EDP.LS,LIS,Utilities,Portugal,19090450432,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,4.697999954223633,4.3252421826732155,4.410367942391634,4.367805062532424,0.06122435390264524,12.0,5,SMA200D | EMA200D | HVN | POLARIDAD | POLARIDAD,True,61.40300067601458,59.2302296038064,bajando_positivo,0,True,30.158730158730158,5.11136,0.08798638778290013,1.81818,0.6363636363636364,0,,,False,,,False,,True,2,True,,2026-08-28T18:59:15.805780,stoxx600,,4.5,4.5,4.5,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
ARES,NYQ,Financial Services,United States,47524302848,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,142.38499450683594,131.28198325586317,136.90139210271838,134.09168767929077,0.038512502129248546,11.5,8,SMA200W | POLARIDAD | EMA50D | SMA200D | EMA200D | AVWAP_52w_high | AVWAP_pivot_low | SMA50W,True,58.32343428373626,57.98102276929036,bajando_negativo,0,True,59.92063492063492,146.88889,0.0316318128097961,2.0,0.6111111111111112,0,,,False,,,False,,True,2,True,,2026-08-28T18:59:15.746362,sp500,,137.5,135.0,127.5,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
BP.L,LSE,Energy,United Kingdom,79639887872,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,514.5,459.80127915176394,466.6632444688415,463.2322618103027,0.0929771730440398,9.4,3,HVN | SMA200W | POLARIDAD,True,43.77345466772074,49.713945697842824,bajando_negativo,0,True,51.587301587301596,596.7522,0.1598682215743441,2.31579,0.47368421052631576,0,,,False,,,False,,True,2,True,,2026-08-28T18:59:15.750744,stoxx600,,500.0,450.0,450.0,uptrend,pullback_in_uptrend,pullback_in_uptrend|post_earnings_dip,0
CBRE,NYQ,Real Estate,United States,43056979968,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,150.89999389648438,137.35089799118043,140.86410597610472,139.10750198364258,0.0665068808900294,6.6,5,POLARIDAD | POLARIDAD | POLARIDAD | AVWAP_52w_high | GAP,True,54.73918943330857,56.75726713707209,bajando_negativo,0,True,80.15873015873017,182.5,0.20941025435158633,1.53846,0.9230769230769231,0,2026-10-22,55,False,,,False,,True,2,True,,2026-08-28T18:59:15.764528,sp500,,147.5,140.0,132.5,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
CDW,NMS,Technology,United States,18541959168,Downtrend: Doble piso confirmado,Downtrend: Doble piso confirmado,147.14999389648438,134.37689997207877,138.9466593382489,136.66177965516385,0.055748113479408425,17.5,10,AVWAP_52w_high | SMA50W | POLARIDAD | EMA50D | EMA200D | AVWAP_pivot_low | AVWAP_earnings | SMA50D | HVN | POLARIDAD,True,58.15987948057664,57.268886364150845,subiendo_positivo,1,False,86.90476190476191,155.88889,0.05938767560984859,1.8,0.7,0,,,False,,,False,,True,2,True,,2026-08-28T18:59:15.806893,sp500,,140.0,137.5,127.5,downtrend,double_bottom_confirmed,double_bottom_confirmed,0
