ticker,exchange,sector,country,market_cap,composite_label,justificacion_tipo,spot,zona_min,zona_max,zona_centro,distancia_pct,score_soporte,n_elementos,elementos_score,confirmador_dinamico,rsi_diario,rsi_semanal,macd_estado,momentum_score,sma50w_sobre_sma200w,hv_percentile_52w,price_target_consensus,price_target_upside_pct,recommendation_mean,recommendation_buy_ratio,downgrades_6w,earnings_date,dias_a_earnings,earnings_en_45d,ex_div_date,dias_a_ex_div,ex_div_en_45d,ex_div_amount,eventos_macro_en_45d,eventos_macro_count,tiene_eventos_binarios,flags_legibles,fetched_at,universes,momentum_signals,strike_aggressive,strike_natural,strike_conservative,regime,primary_trigger,triggers,wheel_candidate,candle_signals,candle_bullish_confirmation,candle_bearish_breakdown,strike_variant,strike_anchor_kind,strike_aggressive_anchor,strike_conservative_anchor
BP.L,LSE,Energy,United Kingdom,86747832320,Uptrend: Dip post-earnings,Uptrend: Dip post-earnings,561.4000244140625,522.5926769201585,535.6831214346827,529.1378991774206,0.04580851774315606,6.8,7,FIB_786 | GAP | SMA50D | FIB_618 | AVWAP_earnings | EMA50D | AVWAP_52w_high,True,62.7652918726864,57.43838301872473,subiendo_positivo,1,True,45.23809523809524,608.9802,0.08475271378122451,2.31579,0.47368421052631576,0,2026-10-30,49,False,,,False,,True,3,True,,2026-09-11T11:37:30.553291,stoxx600,,500.0,450.0,400.0,uptrend,post_earnings_dip,post_earnings_dip|zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
