ticker,exchange,sector,country,market_cap,composite_label,justificacion_tipo,spot,zona_min,zona_max,zona_centro,distancia_pct,score_soporte,n_elementos,elementos_score,confirmador_dinamico,rsi_diario,rsi_semanal,macd_estado,momentum_score,sma50w_sobre_sma200w,hv_percentile_52w,price_target_consensus,price_target_upside_pct,recommendation_mean,recommendation_buy_ratio,downgrades_6w,earnings_date,dias_a_earnings,earnings_en_45d,ex_div_date,dias_a_ex_div,ex_div_en_45d,ex_div_amount,eventos_macro_en_45d,eventos_macro_count,tiene_eventos_binarios,flags_legibles,fetched_at,universes,momentum_signals,strike_aggressive,strike_natural,strike_conservative,regime,primary_trigger,triggers,wheel_candidate,candle_signals,candle_bullish_confirmation,candle_bearish_breakdown,strike_variant,strike_anchor_kind,strike_aggressive_anchor,strike_conservative_anchor
CS.PA,PAR,Financial Services,France,91246952448,Uptrend: Proximidad a zona,Uptrend: Proximidad a zona,43.70000076293945,40.86873984718323,41.651260610580444,41.260000228881836,0.04688192486478122,16.5,10,POLARIDAD | SMA50W | POLARIDAD | POLARIDAD | HVN | GAP | POLARIDAD | SMA200D | POLARIDAD | POLARIDAD,True,47.904197240818554,54.22031417790814,bajando_positivo,0,True,77.38095238095238,52.04222,0.19089746204616342,1.72222,0.8333333333333334,0,,,False,,,False,,True,2,True,,2026-09-24T12:02:01.912373,stoxx600,,40.0,39.0,38.0,uptrend,zone_proximity,zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
AMZN,NMS,Consumer Cyclical,United States,2736595664896,Uptrend: Proximidad a zona,Uptrend: Proximidad a zona,249.27000427246094,238.62425638446808,240.8744492887497,239.7493528366089,0.03368056661376151,15.0,4,HVN | POLARIDAD | SMA50W | SMA200D,True,44.074157368318104,49.895243671517456,subiendo_negativo,1,True,49.2063492063492,329.5393,0.322017468414699,1.32203,0.9661016949152542,0,2026-10-29,35,True,,,False,,True,2,True,Earnings en 35 días (2026-10-29),2026-09-24T12:02:01.860413,nasdaq100|sp500|watchlist,,235.0,232.5,220.0,uptrend,zone_proximity,zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
EDP.LS,LIS,Utilities,Portugal,19756009472,Uptrend: Proximidad a zona,Uptrend: Proximidad a zona,4.7789998054504395,4.348016767201424,4.458403206171989,4.403209986686706,0.0670844553943715,15.0,8,SMA50W | HVN | POLARIDAD | POLARIDAD | EMA200D | SMA200D | POLARIDAD | POLARIDAD,True,55.17491038230999,60.465943945521175,bajando_positivo,0,True,58.730158730158735,5.21136,0.09047085418510692,1.68182,0.7272727272727273,0,2026-11-06,43,True,,,False,,True,2,True,Earnings en 43 días (2026-11-06),2026-09-24T12:02:01.905844,stoxx600,,4.0,3.5,3.0,uptrend,zone_proximity,zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
BNY,NYQ,Financial Services,United States,104347148288,Uptrend: Proximidad a zona,Uptrend: Proximidad a zona,149.50999450683594,137.92367090248956,139.2886000319516,138.60613546722058,0.06836596114259766,11.2,3,EMA200D | AVWAP_52w_high | POLARIDAD,True,36.44640093151882,53.515823527552534,neutral,1,True,35.317460317460316,167.7857,0.12223734977348588,2.125,0.5625,0,2026-10-15,21,True,,,False,,True,2,True,Earnings en 21 días (2026-10-15),2026-09-24T12:02:01.868443,sp500,,135.0,132.5,127.5,uptrend,zone_proximity,zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
BAC,NYQ,Financial Services,United States,403691372544,Uptrend: Proximidad a zona,Uptrend: Proximidad a zona,56.0,52.56465173564911,52.932749768867495,52.7487007522583,0.054772325555937584,9.0,4,HVN | GAP | POLARIDAD | POLARIDAD,True,24.84194984663246,45.536709868976736,bajando_negativo,0,True,82.93650793650794,68.80952,0.22874142857142865,1.5,0.875,0,2026-10-14,20,True,,,False,,True,2,True,Earnings en 20 días (2026-10-14),2026-09-24T12:02:01.859383,sp500,,52.0,51.0,48.0,uptrend,zone_proximity,zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
ABNB,NMS,Consumer Cyclical,United States,99530153984,Uptrend: Proximidad a zona,Uptrend: Proximidad a zona,149.5800018310547,132.16361536468506,134.96356542144775,133.56359039306642,0.097716514444997,8.8,4,HVN | SMA200W | GAP | POLARIDAD,True,41.39777144899332,47.37724522859197,bajando_negativo,1,True,40.07936507936508,184.35,0.2324508473279523,2.0,0.6,0,2026-11-05,42,True,,,False,,True,2,True,Earnings en 42 días (2026-11-05),2026-09-24T12:02:01.863251,nasdaq100|sp500,,130.0,125.0,115.0,uptrend,zone_proximity,zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
DLR,NYQ,Real Estate,United States,70113263616,Uptrend: Proximidad a zona,Uptrend: Proximidad a zona,181.4499969482422,165.00086656705776,166.16558322489598,165.58322489597685,0.08423485246850689,8.2,3,AVWAP_pivot_low | POLARIDAD | POLARIDAD,True,49.58649407028962,47.53581007675655,subiendo_negativo,2,True,86.5079365079365,223.4375,0.23139985537577368,1.44118,0.8529411764705882,0,2026-10-22,28,True,,,False,,True,2,True,Earnings en 28 días (2026-10-22),2026-09-24T12:02:01.906643,sp500,,162.5,160.0,150.0,uptrend,zone_proximity,zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
CFG,NYQ,Financial Services,United States,28235694080,Uptrend: Proximidad a zona,Uptrend: Proximidad a zona,64.61000061035156,59.24529780578613,60.159700973510745,59.70249938964844,0.06887942415725358,5.8,3,POLARIDAD | HVN | POLARIDAD,True,37.943630531794675,44.6184505997059,bajando_negativo,1,True,37.301587301587304,81.29412,0.25822812617301505,1.61111,0.8333333333333334,0,2026-10-16,22,True,,,False,,True,2,True,Earnings en 22 días (2026-10-16),2026-09-24T12:02:01.869867,sp500,,58.0,57.0,54.0,uptrend,zone_proximity,zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
CDW,NMS,Technology,United States,18276296704,Downtrend: Doble piso en formación,Downtrend: Doble piso en formación,146.16000366210938,138.17004600621854,139.15833631338072,138.66419115979963,0.04790412680144025,15.0,4,AVWAP_earnings | HVN | POLARIDAD | EMA200D,True,50.75154054309619,55.12166658887361,bajando_negativo,0,False,77.38095238095238,158.66667,0.08556832255425606,1.8,0.7,0,2026-11-03,40,True,,,False,,True,2,True,Earnings en 40 días (2026-11-03),2026-09-24T12:02:01.869452,sp500,,135.0,130.0,120.0,downtrend,double_bottom_unconfirmed,double_bottom_unconfirmed|zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
BR,NYQ,Technology,United States,18600376320,Downtrend: Doble piso confirmado,Downtrend: Doble piso confirmado,163.4499969482422,154.9745977322629,155.83970336692644,155.4071505495947,0.04656037762867385,9.8,3,POLARIDAD | GAP | AVWAP_pivot_low,True,42.186707605905056,47.62363794341973,subiendo_negativo,2,False,39.682539682539684,213.375,0.30544511461549306,2.33333,0.5555555555555556,0,2026-11-03,40,True,,,False,,True,2,True,Earnings en 40 días (2026-11-03),2026-09-24T12:02:01.869351,sp500,,152.5,150.0,140.0,downtrend,double_bottom_confirmed,double_bottom_confirmed|zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
