ticker,exchange,sector,country,market_cap,tipo_T,justificacion_tipo,spot,zona_min,zona_max,zona_centro,distancia_pct,score_soporte,n_elementos,elementos_score,confirmador_dinamico,rsi_diario,rsi_semanal,macd_estado,momentum_score,sma50w_sobre_sma200w,hv_percentile_52w,price_target_consensus,price_target_upside_pct,recommendation_mean,recommendation_buy_ratio,downgrades_6w,earnings_date,dias_a_earnings,earnings_en_45d,ex_div_date,dias_a_ex_div,ex_div_en_45d,ex_div_amount,eventos_macro_en_45d,eventos_macro_count,tiene_eventos_binarios,flags_legibles,fetched_at,universes,momentum_signals
CL,NYQ,Consumer Defensive,United States,72369127424,T1,SMA50W (85.00) > SMA200W (84.48); spot (90.44) > SMA200W,90.44000244140625,85.53546270442293,87.48358142399503,86.50952206420898,0.043459534178404376,15.5,17,SMA200D | SMA200W | HVN | SMA50W | FIB_786 | POLARIDAD | SMA50D | EMA200D | FIB_618 | EMA50D | AVWAP_52w_high | POLARIDAD | GAP | AVWAP_earnings | AVWAP_pivot_low | POLARIDAD | POLARIDAD,True,63.22905167260856,57.12268085933965,neutral,0,True,48.80952380952381,95.84211,0.05973139554141027,2.0,0.65,0,,,False,,,False,,True,2,True,Evento macro: fomc en 26 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 19 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-22T10:26:16.662311,sp500,
APP,NMS,Communication Services,United States,163229663232,T1,SMA50W (502.10) > SMA200W (204.96); spot (485.89) > SMA200W,485.8900146484375,454.6117319954002,483.75605694957767,469.18389447248893,0.034382513886473204,14.0,10,SMA50D | FIB_786 | FIB_618 | HVN | EMA50D | POLARIDAD | POLARIDAD | AVWAP_pivot_low | EMA200D | AVWAP_earnings,True,54.37444191988382,50.474426898265335,bajando_negativo,0,True,41.66666666666667,644.4667,0.3263633344395842,1.46875,0.875,0,,,False,,,False,,True,2,True,Evento macro: fomc en 26 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 19 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-22T10:26:15.329006,sp500,
DAL,NYQ,Industrials,United States,49701625856,T1,SMA50W (62.69) > SMA200W (48.16); spot (75.65) > SMA200W,75.6500015258789,69.1138382457605,71.84436030160278,70.47909927368164,0.06835296956905368,11.5,15,AVWAP_52w_high | FIB_786 | SMA50D | POLARIDAD | EMA50D | FIB_618 | AVWAP_earnings | HVN | AVWAP_pivot_low | POLARIDAD | POLARIDAD | POLARIDAD | POLARIDAD | POLARIDAD | POLARIDAD,True,63.68352279451865,61.25692944821645,subiendo_positivo,1,True,58.333333333333336,80.372,0.06241901360049229,1.30769,0.9615384615384616,0,2026-07-09,48,False,,,False,,True,2,True,Evento macro: fomc en 26 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 19 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-22T10:26:16.450552,sp500,
CHRW,NMS,Industrials,United States,20996724736,T1,SMA50W (148.78) > SMA200W (107.90); spot (178.13) > SMA200W,178.1300048828125,168.66266924947934,175.63253155618474,172.14760040283204,0.03358448501652566,11.0,9,HVN | POLARIDAD | AVWAP_pivot_low | AVWAP_earnings | SMA50D | EMA50D | GAP | AVWAP_52w_high | HVN,True,55.47269611114369,55.79270252362883,subiendo_positivo,1,True,73.01587301587301,196.79167,0.10476429913907315,1.91667,0.7083333333333334,0,,,False,2026-06-04,13,True,0.63,True,2,True,Ex-dividend en 13 días ($0.63) | Evento macro: fomc en 26 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 19 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-22T10:26:16.014742,sp500,
ALL,NYQ,Financial Services,United States,55201345536,T1,SMA50W (204.99) > SMA200W (165.17); spot (214.44) > SMA200W,214.44000244140625,204.1433550004379,209.47914484697418,206.81124992370604,0.035575230511316065,10.0,5,SMA50W | EMA200D | SMA200D | HVN | POLARIDAD,True,47.53274317061474,55.02407338848919,bajando_positivo,0,True,53.57142857142857,241.86365,0.12788494332388844,2.16,0.52,0,,,False,,,False,,True,2,True,Evento macro: fomc en 26 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 19 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-22T10:26:15.106792,sp500,
ABNB,NMS,Consumer Cyclical,United States,79678029824,T1,SMA50W (129.48) > SMA200W (128.84); spot (134.25) > SMA200W,134.25,126.8304200441777,131.68397921729695,129.25719963073732,0.03719031932411681,10.0,8,POLARIDAD | SMA200D | SMA200W | HVN | SMA50W | POLARIDAD | EMA200D | POLARIDAD,True,46.68785461724037,52.22074869361089,subiendo_negativo,2,True,37.698412698412696,156.7857,0.16786368715083788,2.17073,0.5121951219512195,0,,,False,,,False,,True,2,True,Evento macro: fomc en 26 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 19 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-22T10:26:15.153699,sp500,
AEE,NYQ,Utilities,United States,30398396416,T1,SMA50W (103.92) > SMA200W (88.96); spot (109.84) > SMA200W,109.83999633789062,104.04815371797207,106.01574543669102,105.03194957733155,0.043773187553361986,10.0,9,POLARIDAD | POLARIDAD | SMA50W | HVN | SMA200D | EMA200D | POLARIDAD | POLARIDAD | POLARIDAD,True,49.62896628034687,53.66446134263428,subiendo_negativo,2,True,88.09523809523809,119.86667,0.09128435903498433,1.94118,0.5294117647058824,0,,,False,2026-06-08,17,True,0.75,True,2,True,Ex-dividend en 17 días ($0.75) | Evento macro: fomc en 26 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 19 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-22T10:26:14.889364,sp500,
CTVA,NYQ,Basic Materials,United States,52863528960,T1,SMA50W (72.56) > SMA200W (61.13); spot (79.04) > SMA200W,79.04000091552734,71.51968259826731,73.37276639923024,72.44622449874878,0.0834232836589356,10.0,4,SMA200D | HVN | SMA50W | POLARIDAD,True,42.311462253534415,55.468821133210696,bajando_negativo,0,True,88.4920634920635,89.38095,0.13083184418892357,1.77273,0.6818181818181818,0,,,False,2026-05-31,9,True,0.18,True,2,True,Ex-dividend en 9 días ($0.18) | Evento macro: fomc en 26 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 19 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-22T10:26:18.358447,sp500,
BKR,NMS,Energy,United States,65278119936,T1,SMA50W (51.34) > SMA200W (38.08); spot (65.80) > SMA200W,65.80000305175781,62.79888700507785,64.67287419487332,63.73588059997559,0.031369640669448015,9.5,7,SMA50D | FIB_786 | EMA50D | FIB_618 | POLARIDAD | POLARIDAD | AVWAP_pivot_low,True,53.01032379244316,60.23159176628226,subiendo_negativo,1,True,80.15873015873017,71.52381,0.08698794350723471,1.77273,0.7272727272727273,1,2026-07-21,60,False,,,False,,True,2,True,Evento macro: fomc en 26 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 19 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-22T10:26:15.553400,sp500,
CARR,NYQ,Industrials,United States,51645489152,T1,SMA50W (61.91) > SMA200W (57.73); spot (62.18) > SMA200W,62.18000030517578,56.07497251766446,58.392526242558915,57.23374938011169,0.07954729657105473,9.0,4,POLARIDAD | GAP | SMA200W | HVN,True,46.22762698387467,51.75552262390859,bajando_negativo,0,True,86.90476190476191,75.68609,0.21720954693691086,2.0,0.5384615384615384,0,,,False,,,False,,True,2,True,Evento macro: fomc en 26 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 19 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-22T10:26:16.216321,sp500,
