ticker,exchange,sector,country,market_cap,composite_label,justificacion_tipo,spot,zona_min,zona_max,zona_centro,distancia_pct,score_soporte,n_elementos,elementos_score,confirmador_dinamico,rsi_diario,rsi_semanal,macd_estado,momentum_score,sma50w_sobre_sma200w,hv_percentile_52w,price_target_consensus,price_target_upside_pct,recommendation_mean,recommendation_buy_ratio,downgrades_6w,earnings_date,dias_a_earnings,earnings_en_45d,ex_div_date,dias_a_ex_div,ex_div_en_45d,ex_div_amount,eventos_macro_en_45d,eventos_macro_count,tiene_eventos_binarios,flags_legibles,fetched_at,universes,momentum_signals,strike_aggressive,strike_natural,strike_conservative,regime,primary_trigger,triggers,wheel_candidate
ABNB,NMS,Consumer Cyclical,United States,79250710528,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,137.8699951171875,127.71991867538452,132.43967879776,130.07979873657226,0.0393872235565963,15.3,10,POLARIDAD | SMA200D | SMA200W | SMA50W | POLARIDAD | FIB_786 | POLARIDAD | EMA200D | FIB_618 | HVN,True,55.30724992600984,55.426441241567225,subiendo_negativo,1,True,55.952380952380956,156.51389,0.13522808111341034,2.14286,0.5238095238095238,0,,,False,,,False,,True,3,True,,2026-06-01T21:28:43.221160,nasdaq100|sp500,,132.5,130.0,122.5,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
DLR,NYQ,Real Estate,United States,68874960896,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,185.0,172.96005692924498,179.02599913154603,175.99302803039552,0.03229189658623768,13.7,8,SMA200D | SMA50W | HVN | POLARIDAD | EMA200D | POLARIDAD | POLARIDAD | POLARIDAD,True,37.90030954199197,52.98914229441545,bajando_negativo,0,True,46.42857142857143,218.72414,0.1822926486486487,1.71875,0.71875,1,2026-07-23,52,False,,,False,,True,3,True,,2026-06-01T21:28:43.246653,sp500,,180.0,175.0,170.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
CARR,NYQ,Industrials,United States,54610661376,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,65.11000061035156,61.39106416517114,62.80025139770323,62.09565778143718,0.035474569052317245,13.4,8,EMA200D | HVN | SMA50W | SMA50D | FIB_786 | POLARIDAD | FIB_618 | EMA50D,True,54.29305998082818,56.105453233973506,subiendo_negativo,1,True,76.19047619047619,76.30818,0.17198862363192902,1.96,0.56,0,2026-07-28,57,False,,,False,,True,3,True,,2026-06-01T21:28:43.224448,sp500,,63.0,62.0,59.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
BKT.MC,MCE,Financial Services,Spain,12864836608,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,14.220000267028809,13.184496194620133,13.422403505544663,13.303449850082398,0.05608978526769036,12.7,5,HVN | POLARIDAD | POLARIDAD | EMA200D | SMA50W,True,53.212169953068376,54.11750311561812,neutral,0,True,34.12698412698413,15.36545,0.08055201909011811,2.5,0.5,0,2026-07-23,52,False,,,False,,True,3,True,,2026-06-01T21:28:43.207948,stoxx600,,14.0,13.5,13.0,uptrend,pullback_in_uptrend,pullback_in_uptrend|post_earnings_dip,0
APH,NYQ,Technology,United States,172122112000,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,146.33999633789062,133.65982376815802,138.19265517463637,135.9262394713972,0.055674056082675526,12.1,8,SMA200D | AVWAP_earnings | GAP | AVWAP_pivot_low | SMA50D | EMA50D | HVN | AVWAP_52w_high,True,60.48531646629864,56.048157266754124,subiendo_positivo,1,True,88.88888888888889,182.0,0.24367913458035417,1.55556,0.8333333333333334,0,2026-07-29,58,False,,,False,,True,3,True,,2026-06-01T21:28:43.197122,sp500,,140.0,135.0,127.5,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
CBK.DE,GER,Financial Services,Germany,40483647488,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,36.97999954223633,32.70438673833628,33.91330991644262,33.308848327389455,0.08292833055044034,11.6,7,EMA200D | GAP | SMA50W | POLARIDAD | AVWAP_52w_high | SMA200D | POLARIDAD,True,56.87950910737817,61.009664198247215,subiendo_negativo,1,True,32.53968253968254,39.87692,0.07833749306716409,2.23077,0.5384615384615384,0,,,False,,,False,,True,3,True,,2026-06-01T21:28:43.247332,stoxx600,,36.0,33.0,32.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
ABI.BR,BRU,Consumer Defensive,Belgium,139106369536,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,69.23999786376953,63.679619567432404,65.68468489881515,64.68215223312377,0.051347675832536854,9.8,6,HVN | POLARIDAD | FIB_618 | POLARIDAD | SMA50D | GAP,True,52.88267435431058,62.011619097151346,bajando_negativo,0,True,88.09523809523809,78.67276,0.1362328484583366,1.6,0.84,0,2026-07-30,59,False,,,False,,True,3,True,,2026-06-01T21:28:43.200048,stoxx600,,68.0,65.0,62.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
ARES,NYQ,Financial Services,United States,41563975680,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,128.74000549316406,122.47963725901795,124.76702390431214,123.62333058166504,0.030860505043732372,9.4,4,FIB_618 | POLARIDAD | AVWAP_earnings | HVN,True,63.246220639888094,48.920701917059105,subiendo_positivo,2,True,31.349206349206348,145.35294,0.12904251823818713,1.94118,0.6470588235294118,0,2026-07-30,59,False,,,False,,True,3,True,,2026-06-01T21:28:43.212383,sp500,,125.0,122.5,117.5,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
BA.L,LSE,Industrials,United Kingdom,57900457984,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,1921.0,1799.6925,1815.3075,1807.5,0.055019521082769446,7.5,3,POLARIDAD | HVN | POLARIDAD,True,41.10821427842021,46.69872939817256,neutral,0,True,83.33333333333334,2322.5,0.20900572618427904,2.27778,0.5555555555555556,0,,,False,,,False,,True,3,True,,2026-06-01T21:28:43.240098,stoxx600,,1800.0,1800.0,1700.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
BR,NYQ,Technology,United States,17074056192,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,159.9600067138672,147.3462031500069,150.1243278909019,148.7352655204544,0.061488362153917196,6.2,4,FIB_618 | AVWAP_pivot_low | HVN | AVWAP_earnings,True,61.49203836823964,39.25349892297988,subiendo_positivo,2,True,77.38095238095238,206.5,0.290947682750367,,0.5555555555555556,0,,,False,,,False,,True,3,True,,2026-06-01T21:28:43.225109,sp500,,155.0,147.5,142.5,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
