ticker,exchange,sector,country,market_cap,composite_label,justificacion_tipo,spot,zona_min,zona_max,zona_centro,distancia_pct,score_soporte,n_elementos,elementos_score,confirmador_dinamico,rsi_diario,rsi_semanal,macd_estado,momentum_score,sma50w_sobre_sma200w,hv_percentile_52w,price_target_consensus,price_target_upside_pct,recommendation_mean,recommendation_buy_ratio,downgrades_6w,earnings_date,dias_a_earnings,earnings_en_45d,ex_div_date,dias_a_ex_div,ex_div_en_45d,ex_div_amount,eventos_macro_en_45d,eventos_macro_count,tiene_eventos_binarios,flags_legibles,fetched_at,universes,momentum_signals,strike_aggressive,strike_natural,strike_conservative,regime,primary_trigger,triggers,wheel_candidate
ACGL,NMS,Financial Services,Bermuda,34079461376,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,98.05999755859375,92.9089027390901,95.03397387971566,93.97143830940288,0.03085890020617175,19.5,13,AVWAP_earnings | SMA50W | SMA200D | EMA50D | POLARIDAD | SMA50D | HVN | POLARIDAD | EMA200D | POLARIDAD | POLARIDAD | AVWAP_52w_high | POLARIDAD,True,67.56636185930637,56.78052686193546,subiendo_positivo,1,True,49.60317460317461,108.71053,0.10861240777659864,2.25,0.5,0,2026-07-28,28,True,,,False,,True,3,True,Earnings en 28 días (2026-07-28),2026-06-30T10:21:42.111399,sp500,,96.0,94.0,91.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
AZN.L,LSE,Healthcare,United Kingdom,221059891200,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,14422.0,13371.44846,13891.63154,13631.54,0.03677495909027872,18.4,10,SMA50W | EMA200D | AVWAP_earnings | AVWAP_pivot_low | SMA200D | SMA50D | HVN | EMA50D | POLARIDAD | POLARIDAD,True,65.00347940974257,55.558248979593294,subiendo_positivo,1,True,49.2063492063492,16679.512,0.15653251976147553,1.6087,0.8260869565217391,0,2026-07-27,27,True,,,False,,True,3,True,Earnings en 27 días (2026-07-27),2026-06-30T10:21:42.154858,stoxx600,,14000.0,13750.0,12750.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
DTE,NYQ,Utilities,United States,30544797696,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,154.02000427246094,145.02480841693162,147.13367842555016,146.0792434212409,0.04471059379227706,17.2,7,AVWAP_earnings | FIB_618 | SMA50D | EMA50D | POLARIDAD | AVWAP_pivot_low | HVN,True,67.80171098449335,63.64559206842209,subiendo_positivo,1,True,85.31746031746032,159.5357,0.035811554178259986,1.88235,0.5882352941176471,0,2026-07-30,30,True,,,False,,True,3,True,Earnings en 30 días (2026-07-30),2026-06-30T10:21:42.198370,sp500,,152.5,145.0,142.5,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
BATS.L,LSE,Consumer Defensive,United Kingdom,100559257600,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,4732.0,4274.802186207234,4431.353077631919,4353.077631919577,0.0635348525714456,17.2,12,EMA200D | SMA50W | POLARIDAD | HVN | SMA200D | POLARIDAD | POLARIDAD | POLARIDAD | POLARIDAD | POLARIDAD | FIB_618 | POLARIDAD,True,58.9296976633299,56.59532152216682,subiendo_positivo,1,True,80.55555555555556,5054.545,0.0681625105663568,1.81818,0.7272727272727273,0,,,False,,,False,,True,3,True,,2026-06-30T10:21:42.258837,stoxx600,,4500.0,4400.0,4100.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
CNP,NYQ,Utilities,United States,28207785984,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,44.790000915527344,42.667010228538516,43.312990458106995,42.990000343322755,0.03297634354162993,17.2,6,SMA50D | FIB_618 | AVWAP_earnings | EMA50D | HVN | POLARIDAD,True,65.56967815786913,63.748962679826356,subiendo_positivo,1,True,77.38095238095238,46.125,0.029805739164650236,2.11765,0.47058823529411764,0,2026-07-23,23,True,,,False,,True,3,True,Earnings en 23 días (2026-07-23),2026-06-30T10:21:42.199138,sp500,,44.0,43.0,42.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
ABNB,NMS,Consumer Cyclical,United States,86390571008,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,147.1699981689453,136.26929723205566,139.1377035003662,137.70350036621093,0.05457834319844427,15.0,7,HVN | EMA50D | AVWAP_earnings | SMA50D | POLARIDAD | POLARIDAD | POLARIDAD,True,64.81251576566413,62.84224640599196,subiendo_positivo,1,True,70.23809523809523,156.47298,0.06321248859686235,2.11628,0.5348837209302325,0,2026-08-05,36,True,,,False,,True,3,True,Earnings en 36 días (2026-08-05),2026-06-30T10:21:42.102647,nasdaq100|sp500,,142.5,137.5,132.5,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
ALLE,NYQ,Industrials,Ireland,12006099968,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,139.64999389648438,132.96747056470255,134.30083416457165,133.6341523646371,0.03830404558325859,12.0,4,AVWAP_earnings | AVWAP_pivot_low | POLARIDAD | SMA50D,True,61.16387386365898,45.06200344207951,subiendo_positivo,2,True,78.57142857142857,165.18182,0.18282726258077098,2.18182,0.45454545454545453,0,2026-07-23,23,True,,,False,,True,3,True,Earnings en 23 días (2026-07-23),2026-06-30T10:21:42.092939,sp500,,135.0,132.5,130.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
COF,NYQ,Financial Services,United States,123635105792,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,202.27999877929688,190.5907563220827,192.62070467308837,191.60573049758554,0.047752096917637134,12.0,5,AVWAP_earnings | SMA50D | POLARIDAD | POLARIDAD | EMA50D,True,61.97380750158398,52.264278035321965,bajando_positivo,0,True,74.60317460317461,254.66667,0.25898097457406566,1.6087,0.782608695652174,0,2026-07-21,21,True,,,False,,True,3,True,Earnings en 21 días (2026-07-21),2026-06-30T10:21:42.178222,sp500,,197.5,192.5,185.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
BKNG,NMS,Consumer Cyclical,United States,140609454080,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,182.41000366210938,167.67598978889586,172.08988110439196,169.8829354466439,0.056576516367129105,11.9,6,AVWAP_earnings | SMA50D | HVN | EMA50D | GAP | POLARIDAD,True,63.1818903202788,52.150917844153334,subiendo_positivo,1,True,78.17460317460318,224.40572,0.23022704618592194,1.54054,0.8108108108108109,0,2026-07-29,29,True,,,False,,True,3,True,Earnings en 29 días (2026-07-29),2026-06-30T10:21:42.146137,nasdaq100|sp500,,175.0,170.0,160.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
ABI.BR,BRU,Consumer Defensive,Belgium,143016329216,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,73.27999877929688,70.03411414155579,70.85372213163757,70.44391813659668,0.033109670961741076,9.5,4,FIB_786 | AVWAP_earnings | POLARIDAD | FIB_618,True,60.33509142661324,63.700519853619,bajando_positivo,0,True,56.74603174603175,80.24744,0.09507971256505487,1.64,0.8,0,2026-07-30,30,True,,,False,,True,3,True,Earnings en 30 días (2026-07-30),2026-06-30T10:21:42.113866,stoxx600,,72.0,70.0,69.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
AEP,NMS,Utilities,United States,75461926912,Reversal: Doble piso en formación,Reversal: Doble piso en formación,137.97000122070312,129.20043347751272,133.65841105759043,131.42942226755156,0.03125020022443633,15.9,11,FIB_786 | AVWAP_earnings | AVWAP_52w_high | POLARIDAD | EMA50D | SMA50D | FIB_618 | HVN | POLARIDAD | POLARIDAD | AVWAP_pivot_low,True,67.509748113635,60.633854419422725,subiendo_positivo,1,True,79.36507936507937,144.7619,0.049227358985322045,1.95833,0.5833333333333334,0,2026-07-30,30,True,,,False,,True,3,True,Earnings en 30 días (2026-07-30),2026-06-30T10:21:42.120970,nasdaq100|sp500,,135.0,132.5,127.5,reversal,double_bottom_unconfirmed,double_bottom_unconfirmed|hma_weekly_flip,0
CAST.ST,STO,Real Estate,Sweden,56884494336,Downtrend: Doble piso confirmado,Downtrend: Doble piso confirmado,125.55000305175781,111.45759122009277,113.36241000061035,112.41000061035156,0.09707361811949253,15.0,7,HVN | POLARIDAD | POLARIDAD | POLARIDAD | SMA200D | SMA50W | POLARIDAD,True,56.960709547754334,58.84978717763734,subiendo_positivo,1,False,43.65079365079365,128.0,0.01951411301226469,2.63636,0.45454545454545453,0,2026-07-15,15,True,,,False,,True,3,True,Earnings en 15 días (2026-07-15),2026-06-30T10:21:42.169126,stoxx600,,123,112,109,downtrend,double_bottom_confirmed,double_bottom_confirmed,0
A,NYQ,Healthcare,United States,38413565952,Downtrend: Doble piso confirmado,Downtrend: Doble piso confirmado,132.8300018310547,124.59887368402418,127.65833590433401,126.1286047941791,0.038934471545806905,12.9,8,GAP | POLARIDAD | EMA50D | FIB_786 | EMA200D | POLARIDAD | FIB_618 | AVWAP_52w_high,True,57.41486788406042,55.683768363950094,subiendo_negativo,1,False,67.06349206349206,160.33333,0.20705659707756796,1.55,0.85,0,2026-08-26,57,False,,,False,,True,3,True,,2026-06-30T10:21:42.114327,sp500,,127.5,125.0,120.0,downtrend,double_bottom_confirmed,double_bottom_confirmed,0
AMCR,NYQ,Consumer Cyclical,Switzerland,19894734848,Downtrend: Doble piso confirmado,Downtrend: Doble piso confirmado,42.939998626708984,39.949830475432314,40.392575593531966,40.17120303448214,0.059325177332271814,11.3,5,POLARIDAD | GAP | AVWAP_pivot_low | EMA50D | AVWAP_52w_high,True,66.1313340224838,54.237562954592605,subiendo_positivo,1,False,52.77777777777778,48.21455,0.12283538756357126,1.75,0.6666666666666666,0,,,False,,,False,,True,3,True,,2026-06-30T10:21:42.163302,sp500,,42.0,40.0,39.0,downtrend,double_bottom_confirmed,double_bottom_confirmed,0
AJG,NYQ,Financial Services,United States,58071461888,Downtrend: Doble piso confirmado,Downtrend: Doble piso confirmado,227.1199951171875,208.42200505062502,215.5652729053354,211.9936389779802,0.0508749668028576,10.9,7,AVWAP_earnings | POLARIDAD | SMA50D | FIB_786 | HVN | EMA50D | FIB_618,True,64.30998524621236,50.59755962380855,subiendo_positivo,1,False,75.79365079365078,264.73685,0.16562546535545342,1.63636,0.7727272727272727,0,2026-07-30,30,True,,,False,,True,3,True,Earnings en 30 días (2026-07-30),2026-06-30T10:21:42.104245,sp500,,220.0,212.5,202.5,downtrend,double_bottom_confirmed,double_bottom_confirmed,0
BKT.MC,MCE,Financial Services,Spain,13174887424,Reversal: Doble piso en formación,Reversal: Doble piso en formación,14.555000305175781,13.504076307315827,13.743623392086029,13.623849849700928,0.05574557856939553,10.2,4,HVN | EMA200D | SMA50W | POLARIDAD,True,52.42975283230261,55.238578642021274,bajando_negativo,0,True,48.01587301587302,15.40136,0.05814906747361959,2.5,0.5,0,2026-07-23,23,True,,,False,,True,3,True,Earnings en 23 días (2026-07-23),2026-06-30T10:21:42.160442,stoxx600,,14.5,13.5,13.0,reversal,double_bottom_unconfirmed,double_bottom_unconfirmed|hma_weekly_flip,0
CDW,NMS,Technology,United States,15786493952,Downtrend: Doble piso confirmado,Downtrend: Doble piso confirmado,139.82000732421875,129.35078950672263,130.79126638391193,130.07102794531727,0.06457402708734457,9.8,3,FIB_618 | POLARIDAD | AVWAP_pivot_low,True,63.13629956330744,55.80124292565003,subiendo_positivo,1,False,88.4920634920635,145.11111,0.03784224287381188,1.8,0.7,0,2026-08-05,36,True,,,False,,True,3,True,Earnings en 36 días (2026-08-05),2026-06-30T10:21:42.173448,sp500,,135.0,130.0,122.5,downtrend,double_bottom_confirmed,double_bottom_confirmed,0
BXP,NYQ,Real Estate,United States,11959347200,Downtrend: Doble piso confirmado,Downtrend: Doble piso confirmado,67.06999969482422,60.60872872304584,61.93016307589564,61.26944589947074,0.07663391445229449,9.6,4,POLARIDAD | SMA50D | AVWAP_earnings | EMA50D,True,65.01162023114367,60.834383850797856,subiendo_positivo,1,False,77.77777777777779,69.65,0.038467277723498894,2.13636,0.5454545454545454,0,2026-07-28,28,True,,,False,,True,3,True,Earnings en 28 días (2026-07-28),2026-06-30T10:21:42.165886,sp500,,65.0,61.0,59.0,downtrend,double_bottom_confirmed,double_bottom_confirmed,0
EDPR.LS,LIS,Utilities,Spain,14592055296,Downtrend: Doble piso en formación,Downtrend: Doble piso en formación,14.020000457763672,12.85460922221899,12.927365956499578,12.890987589359284,0.07793398470675797,7.5,3,HVN | EMA200D | SMA200D,True,54.12519677738101,56.86545446290801,subiendo_positivo,1,False,47.61904761904761,14.39783,0.026949324529237373,2.08696,0.5652173913043478,0,2026-07-29,29,True,,,False,,True,3,True,Earnings en 29 días (2026-07-29),2026-06-30T10:21:42.193966,stoxx600,,13.5,13.0,12.5,downtrend,double_bottom_unconfirmed,double_bottom_unconfirmed,0
BARC.L,LSE,Financial Services,United Kingdom,68646887424,Reversal: Doble piso en formación,Reversal: Doble piso en formación,510.79998779296875,485.8359969627745,493.4396500305279,489.6378234966512,0.03398656651784638,5.7,3,AVWAP_52w_high | POLARIDAD | POLARIDAD,True,63.87269446196697,67.37061934894487,bajando_positivo,0,True,67.46031746031747,550.941,0.07858459899435388,1.70588,0.7647058823529411,0,2026-07-28,28,True,,,False,,True,3,True,Earnings en 28 días (2026-07-28),2026-06-30T10:21:42.163459,stoxx600,,500.0,500.0,450.0,reversal,double_bottom_unconfirmed,double_bottom_unconfirmed|hma_weekly_flip,0
