ticker,exchange,sector,country,market_cap,tipo_T,justificacion_tipo,spot,zona_min,zona_max,zona_centro,distancia_pct,score_soporte,n_elementos,elementos_score,confirmador_dinamico,rsi_diario,rsi_semanal,macd_estado,momentum_score,sma50w_sobre_sma200w,hv_percentile_52w,price_target_consensus,price_target_upside_pct,recommendation_mean,recommendation_buy_ratio,downgrades_6w,earnings_date,dias_a_earnings,earnings_en_45d,ex_div_date,dias_a_ex_div,ex_div_en_45d,ex_div_amount,eventos_macro_en_45d,eventos_macro_count,tiene_eventos_binarios,flags_legibles,fetched_at,universes,momentum_signals
BARC.L,LSE,Financial Services,United Kingdom,62227496960,T1,SMA50W (409.87) > SMA200W (250.36); spot (453.55) > SMA200W,453.54998779296875,414.5140385567509,428.68822547640735,421.60113201657913,0.07044175203676395,15.5,14,GAP | HVN | SMA50W | EMA200D | FIB_786 | SMA50D | SMA200D | AVWAP_52w_high | FIB_618 | HVN | AVWAP_pivot_low | AVWAP_earnings | POLARIDAD | EMA50D,True,61.42260346720378,56.563041319515456,subiendo_positivo,1,True,77.77777777777779,539.25,0.18895384084135536,,0.75,0,,,False,,,False,,True,2,True,Evento macro: fomc en 21 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 14 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-27T14:16:00.997227,stoxx600,
CBK.DE,GER,Financial Services,Germany,40483647488,T1,SMA50W (32.94) > SMA200W (18.01); spot (36.71) > SMA200W,36.709999084472656,33.50728952562543,34.6263117011812,34.066800613403316,0.07200213938951967,15.0,14,EMA200D | GAP | SMA50W | POLARIDAD | AVWAP_52w_high | SMA200D | POLARIDAD | SMA50D | HVN | FIB_786 | POLARIDAD | EMA50D | POLARIDAD | FIB_618,True,55.596361173883466,60.45547393894666,subiendo_negativo,1,True,48.41269841269841,39.87692,0.08626861875534253,2.15385,0.5384615384615384,0,,,False,,,False,,True,2,True,Evento macro: fomc en 21 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 14 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-27T14:16:01.110146,stoxx600,
APP,NMS,Communication Services,United States,180500299776,T1,SMA50W (505.01) > SMA200W (207.33); spot (514.24) > SMA200W,514.239990234375,461.01623432018374,491.4641988252267,476.2402165727052,0.07389501863585259,15.0,14,FIB_786 | SMA50D | FIB_618 | HVN | EMA50D | POLARIDAD | POLARIDAD | EMA200D | AVWAP_pivot_low | AVWAP_earnings | POLARIDAD | GAP | SMA50W | POLARIDAD,True,60.29175114997752,53.41019308999577,subiendo_positivo,1,True,56.34920634920635,644.4667,0.25324111745232325,1.46875,0.875,0,,,False,,,False,,True,2,True,Evento macro: fomc en 21 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 14 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-27T14:16:00.980897,nasdaq100|sp500,
CL,NYQ,Consumer Defensive,United States,73313345536,T1,SMA50W (85.00) > SMA200W (84.54); spot (89.85) > SMA200W,89.8499984741211,84.37658726514726,86.25297496019454,85.3147811126709,0.05047543058953354,12.0,9,SMA200D | SMA200W | HVN | SMA50W | FIB_786 | POLARIDAD | SMA50D | FIB_618 | EMA200D,True,59.54216864148804,55.74241883761861,bajando_positivo,0,True,49.60317460317461,95.84211,0.06669016836549835,,0.65,0,,,False,,,False,,True,2,True,Evento macro: fomc en 21 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 14 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-27T14:16:01.148612,sp500,
CHRW,NMS,Industrials,United States,21215969280,T1,SMA50W (150.39) > SMA200W (108.22); spot (177.91) > SMA200W,177.91000366210938,168.19952546286288,174.93190704581195,171.56571625433742,0.03566009373942327,10.0,8,HVN | POLARIDAD | AVWAP_pivot_low | AVWAP_earnings | SMA50D | EMA50D | AVWAP_52w_high | HVN,True,54.77006758704983,55.81950948427008,subiendo_positivo,1,True,72.22222222222221,196.79167,0.10613043645230391,1.83333,0.7083333333333334,0,,,False,,,False,,True,2,True,Evento macro: fomc en 21 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 14 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-27T14:16:01.117901,sp500,
BA.L,LSE,Industrials,United Kingdom,57900457984,T1,SMA50W (1933.82) > SMA200W (1344.93); spot (1990.00) > SMA200W,1990.0,1842.4065580585268,1951.193441941473,1896.8,0.04683417085427138,10.0,9,POLARIDAD | HVN | POLARIDAD | POLARIDAD | HVN | SMA50W | POLARIDAD | SMA200D | EMA200D,True,47.567065836174045,49.357505833462156,subiendo_positivo,3,True,71.42857142857143,2322.5,0.1670854271356783,2.27778,0.5555555555555556,0,,,False,,,False,,True,2,True,Evento macro: fomc en 21 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 14 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-27T14:16:00.992497,stoxx600,
CNP,NYQ,Utilities,United States,28116203520,T1,SMA50W (39.83) > SMA200W (32.60); spot (42.93) > SMA200W,42.93000030517578,39.79788443059088,40.5838167718017,40.19085060119629,0.06380502409754821,10.0,10,POLARIDAD | HVN | SMA50W | POLARIDAD | POLARIDAD | SMA200D | EMA200D | POLARIDAD | POLARIDAD | POLARIDAD,True,53.649116973343986,57.52945938706736,subiendo_positivo,1,True,88.09523809523809,46.0,0.07151175571862489,2.11765,0.47058823529411764,0,2026-07-23,57,False,,,False,,True,2,True,Evento macro: fomc en 21 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 14 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-27T14:16:01.122784,sp500,
ABI.BR,BRU,Consumer Defensive,Belgium,139106369536,T1,SMA50W (58.29) > SMA200W (55.75); spot (70.80) > SMA200W,70.80000305175781,63.34590842903957,64.77408668814793,64.05999755859375,0.09519781359665806,10.0,11,HVN | POLARIDAD | FIB_786 | POLARIDAD | HVN | POLARIDAD | FIB_618 | SMA50D | POLARIDAD | GAP | EMA50D,True,63.51765324488723,65.78691019053792,bajando_positivo,0,True,88.4920634920635,78.45284,0.10809091268891091,1.6,0.84,0,,,False,,,False,,True,2,True,Evento macro: fomc en 21 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 14 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-27T14:16:00.915940,stoxx600,
BKR,NMS,Energy,United States,63542001664,T1,SMA50W (51.90) > SMA200W (38.28); spot (66.73) > SMA200W,66.7300033569336,63.14587597673752,65.03640545636794,64.09114071655273,0.039545369513407536,9.5,7,FIB_786 | SMA50D | EMA50D | FIB_618 | POLARIDAD | POLARIDAD | AVWAP_pivot_low,True,56.16578485315297,61.21404078720985,subiendo_negativo,1,True,40.87301587301587,71.52381,0.0718388491219566,1.77273,0.7272727272727273,1,2026-07-21,55,False,,,False,,True,2,True,Evento macro: fomc en 21 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 14 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-27T14:16:00.985791,nasdaq100|sp500,
BKT.MC,MCE,Financial Services,Spain,12864836608,T1,SMA50W (13.34) > SMA200W (8.56); spot (14.20) > SMA200W,14.204999923706055,13.186363069203475,13.490236245986365,13.33829965759492,0.06101374662204253,9.5,5,HVN | POLARIDAD | EMA200D | SMA50W | POLARIDAD,True,54.646482452882104,54.550830416851326,subiendo_positivo,1,True,49.2063492063492,15.345,0.08025343769213644,2.5,0.5,0,2026-07-23,57,False,,,False,,True,2,True,Evento macro: fomc en 21 días (FOMC meeting - June 16-17 (statement + economic projections)) | Evento macro: cpi en 14 días (CPI release - May 2026 data (8:30 AM ET)),2026-05-27T14:16:01.024999,stoxx600,
