ticker,exchange,sector,country,market_cap,composite_label,justificacion_tipo,spot,zona_min,zona_max,zona_centro,distancia_pct,score_soporte,n_elementos,elementos_score,confirmador_dinamico,rsi_diario,rsi_semanal,macd_estado,momentum_score,sma50w_sobre_sma200w,hv_percentile_52w,price_target_consensus,price_target_upside_pct,recommendation_mean,recommendation_buy_ratio,downgrades_6w,earnings_date,dias_a_earnings,earnings_en_45d,ex_div_date,dias_a_ex_div,ex_div_en_45d,ex_div_amount,eventos_macro_en_45d,eventos_macro_count,tiene_eventos_binarios,flags_legibles,fetched_at,universes,momentum_signals,strike_aggressive,strike_natural,strike_conservative,regime,primary_trigger,triggers,wheel_candidate
AIR.PA,PAR,Industrials,Netherlands,164491313152,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,208.9499969482422,187.8234770239258,194.02252395263673,190.92300048828128,0.0714404078182545,14.5,7,SMA50D | SMA200D | SMA50W | EMA50D | AVWAP_pivot_low | POLARIDAD | HVN,True,65.4638676813882,62.54128669019348,subiendo_positivo,1,True,73.01587301587301,219.31958,0.04962710315007279,1.79167,0.75,0,2026-07-29,2,True,,,False,,True,2,True,Earnings en 2 días (2026-07-29),2026-07-27T10:35:32.116315,stoxx600,,202.5,190.0,182.5,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
ABNB,NMS,Consumer Cyclical,United States,83743547392,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,141.10000610351562,127.7201988874054,131.8789745439911,129.79958671569824,0.06535103586572265,12.8,7,POLARIDAD | HVN | SMA200W | POLARIDAD | SMA50W | POLARIDAD | SMA200D,True,46.904402891661974,54.560594206465105,bajando_negativo,0,True,60.71428571428571,157.09212,0.11333886041615071,2.13636,0.5227272727272727,0,2026-08-06,10,True,,,False,,True,2,True,Earnings en 10 días (2026-08-06),2026-07-27T10:35:32.115047,nasdaq100|sp500,,137.5,130.0,122.5,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
CBK.DE,GER,Financial Services,Germany,41273143296,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,37.63999938964844,33.84553606796265,35.08446423721313,34.46500015258789,0.06789413373736969,12.0,7,POLARIDAD | SMA50W | EMA200D | SMA200D | POLARIDAD | HVN | POLARIDAD,True,50.76840651950964,58.555502376905785,bajando_negativo,0,True,39.682539682539684,40.03077,0.06351675475874363,2.23077,0.5384615384615384,0,2026-08-06,10,True,,,False,,True,2,True,Earnings en 10 días (2026-08-06),2026-07-27T10:35:32.163898,stoxx600,,37.0,34.0,33.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
ABI.BR,BRU,Consumer Defensive,Belgium,136176156672,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,70.5,63.775783622839036,64.25642748619208,64.01610555451556,0.0885613122525946,11.2,3,HVN | POLARIDAD | EMA200D,True,48.4389364474768,56.993804501739,bajando_positivo,0,True,70.23809523809523,79.6237,0.129414184397163,1.64,0.76,0,2026-07-30,3,True,,,False,,True,2,True,Earnings en 3 días (2026-07-30),2026-07-27T10:35:32.124147,stoxx600,,69.0,64.0,62.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
CHRW,NMS,Industrials,United States,21983911936,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,186.50999450683594,167.73156861255748,169.11899924121923,168.42528392688837,0.09324430742492622,11.2,3,POLARIDAD | HVN | EMA200D,True,42.49721481939142,53.846095203553105,bajando_negativo,0,True,67.85714285714286,203.12,0.08905691910550817,2.0,0.64,1,2026-07-29,2,True,,,False,,True,2,True,Earnings en 2 días (2026-07-29),2026-07-27T10:35:32.165395,sp500,,180.0,167.5,162.5,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
BA.L,LSE,Industrials,United Kingdom,57449230336,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,1960.0,1851.2293357520443,1870.099160159452,1860.6642479557481,0.045867775428851065,11.1,3,HVN | POLARIDAD | AVWAP_pivot_low,True,58.066960490287315,50.037587449502,subiendo_positivo,1,True,80.15873015873017,2291.0,0.16887755102040813,2.16667,0.6111111111111112,0,,,False,,,False,,True,2,True,,2026-07-27T10:35:32.158730,stoxx600,,1850.0,1850.0,1750.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
BAYN.DE,GER,Healthcare,Germany,46183751680,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,47.0099983215332,41.72791335758209,42.44628700557709,42.087100181579586,0.09707958900023356,11.0,3,POLARIDAD | AVWAP_earnings | SMA50D,True,53.302809532503666,60.51516069348166,neutral,0,True,67.85714285714286,54.91667,0.1681912776168959,1.83333,0.7777777777777778,0,2026-08-04,8,True,,,False,,True,2,True,Earnings en 8 días (2026-08-04),2026-07-27T10:35:32.155501,stoxx600,,46.0,42.0,40.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
CAH,NYQ,Healthcare,United States,53405962240,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,228.02999877929688,212.58408345555114,215.69413483668518,214.13910914611816,0.054097548606098944,10.5,4,FIB_618 | AVWAP_earnings | POLARIDAD | POLARIDAD,True,51.676651967682666,59.084559517042905,subiendo_negativo,1,True,40.87301587301587,252.4,0.10687190874517394,1.47059,0.8235294117647058,0,2026-08-11,15,True,,,False,,True,2,True,Earnings en 15 días (2026-08-11),2026-07-27T10:35:32.157639,sp500,,222.5,215.0,207.5,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
AZN.L,LSE,Healthcare,United Kingdom,199008518144,Uptrend: Pullback en tendencia,Uptrend: Pullback en tendencia,12832.0,12243.695153556564,12365.997733313598,12304.84644343508,0.03631563798990044,8.2,2,POLARIDAD | AVWAP_pivot_low,True,43.80526686072307,42.887093118110954,subiendo_negativo,3,True,88.09523809523809,15910.482,0.2399066396508729,1.83333,0.75,0,2026-07-27,0,True,,,False,,True,2,True,Earnings en 0 días (2026-07-27),2026-07-27T10:35:32.107239,stoxx600,,12250.0,12250.0,11500.0,uptrend,pullback_in_uptrend,pullback_in_uptrend,0
A,NYQ,Healthcare,United States,39136595968,Downtrend: Doble piso confirmado,Downtrend: Doble piso confirmado,138.57000732421875,127.268864315432,131.21649228157,129.242678298501,0.053067147679680696,17.8,11,EMA200D | AVWAP_52w_high | SMA50D | FIB_786 | EMA50D | POLARIDAD | SMA50W | POLARIDAD | SMA200D | FIB_618 | SMA200W,True,61.30561194388931,58.868141953940416,subiendo_positivo,1,False,53.57142857142857,159.3158,0.1497134414321084,1.61905,0.8095238095238095,0,2026-08-26,30,True,,,False,,True,2,True,Earnings en 30 días (2026-08-26),2026-07-27T10:35:32.121983,sp500,,135.0,130.0,122.5,downtrend,double_bottom_confirmed,double_bottom_confirmed,0
