ticker,exchange,sector,country,market_cap,tipo_T,justificacion_tipo,spot,zona_min,zona_max,zona_centro,distancia_pct,score_soporte,n_elementos,elementos_score,confirmador_dinamico,rsi_diario,rsi_semanal,macd_estado,momentum_score,sma50w_sobre_sma200w,hv_percentile_52w,price_target_consensus,price_target_upside_pct,recommendation_mean,recommendation_buy_ratio,downgrades_6w,earnings_date,dias_a_earnings,earnings_en_45d,ex_div_date,dias_a_ex_div,ex_div_en_45d,ex_div_amount,eventos_macro_en_45d,eventos_macro_count,tiene_eventos_binarios,flags_legibles,fetched_at,universes,momentum_signals
BARC.L,LSE,Financial Services,United Kingdom,62227496960,T1,SMA50W (409.87) > SMA200W (250.36); spot (453.55) > SMA200W,453.54998779296875,418.42318779194676,431.3864089786438,424.9047983852953,0.048866893199966205,19.1,10,FIB_786 | SMA50D | SMA200D | AVWAP_52w_high | FIB_618 | HVN | AVWAP_pivot_low | AVWAP_earnings | POLARIDAD | EMA50D,True,61.42260346720378,56.563041319515456,subiendo_positivo,1,True,77.77777777777779,539.25,0.18895384084135536,,0.75,0,,,False,,,False,,True,2,True,,2026-05-27T19:24:38.590151,stoxx600,
CL,NYQ,Consumer Defensive,United States,73313345536,T1,SMA50W (85.00) > SMA200W (84.54); spot (89.85) > SMA200W,89.8499984741211,83.9708535291995,86.42238409230634,85.19661881075292,0.03814818519782148,16.4,9,SMA200D | SMA200W | HVN | SMA50W | FIB_786 | POLARIDAD | SMA50D | FIB_618 | EMA200D,True,59.54216864148804,55.74241883761861,bajando_positivo,0,True,49.60317460317461,95.84211,0.06669016836549835,,0.65,0,,,False,,,False,,True,2,True,,2026-05-27T19:24:38.946435,sp500,
CNP,NYQ,Utilities,United States,28116203520,T1,SMA50W (39.83) > SMA200W (32.60); spot (42.93) > SMA200W,42.93000030517578,39.35005438995361,40.539944999694825,39.94499969482422,0.05567331210088073,15.0,10,POLARIDAD | HVN | SMA50W | POLARIDAD | POLARIDAD | SMA200D | EMA200D | POLARIDAD | POLARIDAD | POLARIDAD,True,53.649116973343986,57.52945938706736,subiendo_positivo,1,True,88.09523809523809,46.0,0.07151175571862489,2.11765,0.47058823529411764,0,2026-07-23,57,False,,,False,,True,2,True,,2026-05-27T19:24:38.849466,sp500,
BKT.MC,MCE,Financial Services,Spain,12864836608,T1,SMA50W (13.34) > SMA200W (8.56); spot (14.20) > SMA200W,14.204999923706055,13.141994518733025,13.36825466682911,13.255124592781067,0.058904981441115,13.1,5,HVN | POLARIDAD | EMA200D | SMA50W | POLARIDAD,True,54.646482452882104,54.550830416851326,subiendo_positivo,1,True,49.2063492063492,15.345,0.08025343769213644,2.5,0.5,0,2026-07-23,57,False,,,False,,True,2,True,,2026-05-27T19:24:38.803134,stoxx600,
DLR,NYQ,Real Estate,United States,68874960896,T1,SMA50W (173.21) > SMA200W (144.77); spot (193.67) > SMA200W,193.6699981689453,172.55326104723747,176.5246200637313,174.53894055548437,0.0885288287670529,11.6,5,SMA200D | SMA50W | HVN | POLARIDAD | EMA200D,True,51.69724088002045,60.00344608173313,subiendo_negativo,1,True,66.66666666666666,218.72414,0.12936511626957858,1.71875,0.71875,1,2026-07-23,57,False,,,False,,True,2,True,,2026-05-27T19:24:39.060785,sp500,
CBK.DE,GER,Financial Services,Germany,40483647488,T1,SMA50W (32.94) > SMA200W (18.01); spot (36.71) > SMA200W,36.709999084472656,32.53526630387575,33.91322531392414,33.224245808899944,0.07618561264773988,10.8,7,EMA200D | GAP | SMA50W | POLARIDAD | AVWAP_52w_high | SMA200D | POLARIDAD,True,55.596361173883466,60.45547393894666,subiendo_negativo,1,True,48.41269841269841,39.87692,0.08626861875534253,2.15385,0.5384615384615384,0,,,False,,,False,,True,2,True,,2026-05-27T19:24:38.957733,stoxx600,
ABI.BR,BRU,Consumer Defensive,Belgium,139106369536,T1,SMA50W (58.29) > SMA200W (55.75); spot (70.80) > SMA200W,70.80000305175781,63.56662607755661,64.9842736187935,64.27544984817506,0.08214306754637811,10.6,5,HVN | POLARIDAD | FIB_618 | SMA50D | POLARIDAD,True,63.51765324488723,65.78691019053792,bajando_positivo,0,True,88.4920634920635,78.45284,0.10809091268891091,1.6,0.84,0,,,False,,,False,,True,2,True,,2026-05-27T19:24:38.373471,stoxx600,
CABK.MC,MCE,Financial Services,Spain,79760474112,T1,SMA50W (9.58) > SMA200W (5.82); spot (11.57) > SMA200W,11.569999694824219,10.899072667751428,10.955286653610557,10.927179660680991,0.05312990989002797,10.5,4,POLARIDAD | POLARIDAD | FIB_618 | AVWAP_earnings,True,67.30017022048636,66.24186448299884,subiendo_positivo,1,True,43.25396825396825,11.75,0.015557503018457597,2.28571,0.5238095238095238,0,,,False,,,False,,True,2,True,,2026-05-27T19:24:38.820625,stoxx600,
CAH,NYQ,Healthcare,United States,47044927488,T1,SMA50W (188.17) > SMA200W (122.23); spot (200.37) > SMA200W,200.3699951171875,191.99195523913832,192.99771296855815,192.49483410384823,0.03679334395510482,8.2,3,SMA200D | EMA200D | AVWAP_earnings,True,52.635963386379444,49.80264296250626,subiendo_positivo,2,True,76.5873015873016,245.26666,0.22406880259968287,1.47059,0.8235294117647058,0,,,False,,,False,,True,2,True,,2026-05-27T19:24:38.893644,sp500,
ACGL,NMS,Financial Services,Bermuda,33129121792,T1,SMA50W (92.85) > SMA200W (84.59); spot (95.37) > SMA200W,95.37000274658203,91.15319557510377,92.0516014830017,91.60239852905273,0.03479502115982958,7.5,4,HVN | POLARIDAD | POLARIDAD | POLARIDAD,True,49.96438849148961,51.26982328622671,bajando_positivo,0,True,47.22222222222222,108.92105,0.14208919852320778,2.25,0.5,0,,,False,,,False,,True,2,True,,2026-05-27T19:24:38.399088,sp500,
