ticker,exchange,sector,country,market_cap,composite_label,justificacion_tipo,spot,zona_min,zona_max,zona_centro,distancia_pct,score_soporte,n_elementos,elementos_score,confirmador_dinamico,rsi_diario,rsi_semanal,macd_estado,momentum_score,sma50w_sobre_sma200w,hv_percentile_52w,price_target_consensus,price_target_upside_pct,recommendation_mean,recommendation_buy_ratio,downgrades_6w,earnings_date,dias_a_earnings,earnings_en_45d,ex_div_date,dias_a_ex_div,ex_div_en_45d,ex_div_amount,eventos_macro_en_45d,eventos_macro_count,tiene_eventos_binarios,flags_legibles,fetched_at,universes,momentum_signals,strike_aggressive,strike_natural,strike_conservative,regime,primary_trigger,triggers,wheel_candidate,candle_signals,candle_bullish_confirmation,candle_bearish_breakdown,strike_variant,strike_anchor_kind,strike_aggressive_anchor,strike_conservative_anchor
COR,NYQ,Healthcare,United States,63154253824,Uptrend: Proximidad a zona,Uptrend: Proximidad a zona,330.95001220703125,307.198639755249,315.5413809967041,311.37001037597656,0.04655878725481968,20.2,11,POLARIDAD | FIB_786 | HVN | POLARIDAD | EMA200D | SMA50D | FIB_618 | EMA50D | POLARIDAD | AVWAP_52w_high | POLARIDAD,True,59.104689085815224,59.83709024995962,subiendo_positivo,1,True,77.38095238095238,369.30768,0.11590169626273794,1.73333,0.7333333333333333,0,2026-11-04,57,False,,,False,,True,3,True,,2026-09-08T11:30:03.909833,sp500,,305.0,295.0,280.0,uptrend,zone_proximity,zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
APO,NYQ,Financial Services,United States,79422152704,Uptrend: Proximidad a zona,Uptrend: Proximidad a zona,133.6699981689453,126.85422141433716,128.70197334884642,127.77809738159179,0.03716634164848129,15.8,6,SMA50D | SMA200D | SMA50W | POLARIDAD | EMA200D | HVN,True,52.96071964533644,54.69229757657931,neutral,0,True,70.23809523809523,153.05263,0.14500360661752243,1.7619,0.7142857142857143,0,2026-11-03,56,False,,,False,,True,3,True,,2026-09-08T11:30:03.910256,sp500,,125.0,122.5,112.5,uptrend,zone_proximity,zone_proximity,0,body_reclaim_morning_star,1,0,F,zone_bound,zone_lower_bound,zone_lower_bound
BX,NYQ,Financial Services,United States,164568596480,Uptrend: Proximidad a zona,Uptrend: Proximidad a zona,136.14999389648438,128.11038549041749,131.12962000274658,129.62000274658203,0.03687384589642227,15.0,7,POLARIDAD | SMA200W | HVN | POLARIDAD | AVWAP_52w_high | SMA200D | POLARIDAD,True,45.945473708042506,54.68683046645022,bajando_negativo,0,True,44.84126984126984,144.04762,0.058006804682784185,2.08696,0.5217391304347826,0,2026-10-22,44,True,,,False,,True,3,True,Earnings en 44 días (2026-10-22),2026-09-08T11:30:03.910756,sp500,,125.0,122.5,115.0,uptrend,zone_proximity,zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
CAH,NYQ,Healthcare,United States,57820651520,Uptrend: Proximidad a zona,Uptrend: Proximidad a zona,247.17999267578125,230.5751520676691,239.11582978161854,234.84549092464383,0.032624658682388716,14.8,11,POLARIDAD | FIB_786 | EMA50D | GAP | POLARIDAD | SMA50D | FIB_618 | HVN | AVWAP_earnings | AVWAP_52w_high | AVWAP_pivot_low,True,64.97293989511786,66.16137389071777,subiendo_positivo,1,True,50.0,270.9375,0.09611420029201456,1.5,0.8333333333333334,0,2026-11-05,58,False,,,False,,True,3,True,,2026-09-08T11:30:03.910322,sp500,,227.5,225.0,212.5,uptrend,zone_proximity,zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
DLR,NYQ,Real Estate,United States,71148068864,Uptrend: Proximidad a zona,Uptrend: Proximidad a zona,188.38999938964844,175.97248289978026,179.04951050842286,177.51099670410156,0.04958059828805764,13.7,5,POLARIDAD | HVN | SMA50W | POLARIDAD | SMA200D,True,48.50529227158238,51.526081343418,subiendo_negativo,2,True,60.71428571428571,223.32259,0.1854269904109942,1.45455,0.8484848484848485,0,2026-10-22,44,True,,,False,,True,3,True,Earnings en 44 días (2026-10-22),2026-09-08T11:30:04.027576,sp500,,172.5,170.0,160.0,uptrend,zone_proximity,zone_proximity,0,body_reclaim_morning_star|wick_rejection,1,0,F,zone_bound,zone_lower_bound,zone_lower_bound
EVRG,NMS,Utilities,United States,18680551424,Uptrend: Proximidad a zona,Uptrend: Proximidad a zona,81.54000091552734,76.89465881744385,77.78734008392334,77.3409994506836,0.046022330015566625,6.8,3,HVN | POLARIDAD | POLARIDAD,True,44.30750207651147,48.300684637652225,subiendo_positivo,3,True,55.55555555555556,91.27273,0.11936140514096172,1.92308,0.6153846153846154,0,2026-11-05,58,False,,,False,,True,3,True,,2026-09-08T11:30:04.027842,sp500,,76.0,75.0,72.0,uptrend,zone_proximity,zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
A,NYQ,Healthcare,United States,42283687936,Uptrend: Proximidad a zona,Uptrend: Proximidad a zona,150.86000061035156,136.3074621925354,138.7675423851013,137.53750228881836,0.08015682206235193,6.4,4,GAP | POLARIDAD | HVN | POLARIDAD,True,54.01659299311035,62.18314917902887,bajando_negativo,0,True,51.19047619047619,175.45,0.16299880213550222,1.72727,0.7272727272727273,0,,,False,,,False,,True,3,True,,2026-09-08T11:30:04.028356,sp500,,135.0,130.0,122.5,uptrend,zone_proximity,zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
CMG,NYQ,Consumer Cyclical,United States,46769848320,Downtrend: Doble piso en formación,Downtrend: Doble piso en formación,36.959999084472656,34.552770497282,35.576420625496695,35.064595561389346,0.03743448304243112,14.9,8,AVWAP_52w_high | SMA200D | SMA50D | EMA50D | POLARIDAD | SMA50W | AVWAP_earnings | AVWAP_pivot_low,True,55.39628983103971,54.10940103748974,bajando_positivo,0,False,42.06349206349206,43.76562,0.1841347695916602,1.70588,0.7058823529411765,1,2026-10-28,50,False,,,False,,True,3,True,,2026-09-08T11:30:03.911358,sp500,,34.0,33.0,30.0,downtrend,double_bottom_unconfirmed,double_bottom_unconfirmed|zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
BR,NYQ,Technology,United States,20692426752,Downtrend: Doble piso confirmado,Downtrend: Doble piso confirmado,172.8800048828125,159.63791928123473,161.1980177610016,160.41796852111815,0.06757280652397933,13.5,4,FIB_618 | POLARIDAD | HVN | SMA50D,True,50.20789046865848,53.46452900075816,bajando_negativo,0,False,60.71428571428571,213.375,0.2342375866118076,2.33333,0.5555555555555556,0,2026-11-03,56,False,,,False,,True,3,True,,2026-09-08T11:30:03.909273,sp500,,157.5,152.5,142.5,downtrend,double_bottom_confirmed,double_bottom_confirmed|zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
AJG,NYQ,Financial Services,United States,68355891200,Downtrend: Doble piso confirmado,Downtrend: Doble piso confirmado,262.69000244140625,250.66968872192385,253.9409045397949,252.30529663085937,0.03330578941070611,11.4,5,HVN | EMA50D | FIB_618 | SMA200W | SMA50D,True,54.39171292885003,62.05846950513317,bajando_negativo,0,False,38.88888888888889,291.55557,0.10988453039826784,1.72727,0.7272727272727273,0,2026-10-29,51,False,,,False,,True,3,True,,2026-09-08T11:30:03.903813,sp500,,245.0,240.0,225.0,downtrend,double_bottom_confirmed,double_bottom_confirmed|zone_proximity,0,,0,0,F,zone_bound,zone_lower_bound,zone_lower_bound
